rep,t,pop1,pop2,k1,k2
0,85,613,0,4.15,-1.00
0,86,628,0,4.23,-1.00
0,87,596,0,4.19,-1.00
0,88,595,0,4.24,-1.00
0,89,574,0,4.24,-1.00
0,90,574,0,4.33,-1.00
0,91,590,0,4.42,-1.00
0,92,609,0,4.50,-1.00
0,93,625,0,4.58,-1.00
0,94,615,0,4.50,-1.00
0,95,599,0,4.55,-1.00
0,96,639,0,4.58,-1.00
0,97,599,0,4.47,-1.00
0,98,617,0,4.62,-1.00
0,99,606,0,4.53,-1.00
0,100,585,0,4.43,-1.00
0,101,587,0,4.42,-1.00
0,102,533,0,4.45,-1.00
0,103,538,0,4.58,-1.00
0,104,587,0,4.69,-1.00
0,105,574,0,4.72,-1.00
0,106,610,0,4.58,-1.00
0,107,618,0,4.58,-1.00
0,108,597,0,4.60,-1.00
0,109,552,0,4.72,-1.00
0,110,565,0,4.64,-1.00
0,111,565,0,4.64,-1.00
0,112,547,0,4.63,-1.00
0,113,547,0,4.51,-1.00
0,114,570,0,4.37,-1.00
0,115,573,0,4.32,-1.00
0,116,568,0,4.27,-1.00
0,117,554,0,4.16,-1.00
0,118,607,0,4.21,-1.00
0,119,606,0,4.18,-1.00
0,120,561,0,4.20,-1.00
0,121,581,0,4.27,-1.00
0,122,588,0,4.06,-1.00
0,123,611,0,3.89,-1.00
0,124,625,0,3.95,-1.00
0,125,626,0,4.01,-1.00
0,126,651,0,3.97,-1.00
0,127,643,0,4.00,-1.00
0,128,670,0,4.05,-1.00
0,129,618,0,4.06,-1.00
0,130,593,0,4.04,-1.00
0,131,604,0,4.04,-1.00
0,132,650,0,3.98,-1.00
0,133,685,0,3.86,-1.00
0,134,652,0,4.02,-1.00
0,135,645,0,4.06,-1.00
0,136,607,0,4.17,-1.00
0,137,637,0,4.00,-1.00
0,138,636,0,4.02,-1.00
0,139,633,0,4.18,-1.00
0,140,632,0,4.08,-1.00
0,141,654,0,3.89,-1.00
0,142,610,0,3.83,-1.00
0,143,650,0,3.88,-1.00
0,144,644,0,4.01,-1.00
0,145,679,0,3.89,-1.00
0,146,622,0,3.78,-1.00
0,147,626,0,3.84,-1.00
0,148,678,0,3.77,-1.00
0,149,678,0,3.80,-1.00
0,150,662,0,3.80,-1.00
0,151,656,0,3.78,-1.00
0,152,617,0,3.76,-1.00
0,153,615,0,3.71,-1.00
0,154,603,0,3.73,-1.00
0,155,612,0,3.76,-1.00
0,156,624,0,3.86,-1.00
0,157,618,0,3.87,-1.00
0,158,610,0,3.83,-1.00
0,159,616,0,3.86,-1.00
0,160,635,0,3.75,-1.00
0,161,627,0,3.81,-1.00
0,162,616,0,3.87,-1.00
0,163,600,0,3.92,-1.00
0,164,600,0,4.03,-1.00
0,165,626,0,4.13,-1.00
0,166,646,0,4.13,-1.00
0,167,608,0,4.14,-1.00
0,168,614,0,4.06,-1.00
0,169,619,0,4.07,-1.00
0,170,617,0,4.15,-1.00
0,171,599,0,4.13,-1.00
0,172,633,0,4.18,-1.00
0,173,639,0,4.22,-1.00
0,174,660,0,4.26,-1.00
0,175,654,0,4.35,-1.00
0,176,639,0,4.30,-1.00
0,177,597,0,4.25,-1.00
0,178,581,0,4.17,-1.00
0,179,592,0,4.28,-1.00
0,180,578,0,4.34,-1.00
0,181,602,0,4.28,-1.00
0,182,606,0,4.31,-1.00
0,183,651,0,4.31,-1.00
0,184,592,0,4.23,-1.00
0,185,603,0,4.22,-1.00
0,186,597,0,4.22,-1.00
0,187,606,0,4.22,-1.00
0,188,597,0,4.26,-1.00
0,189,599,0,4.25,-1.00
0,190,652,0,4.38,-1.00
0,191,646,0,4.44,-1.00
0,192,597,0,4.43,-1.00
0,193,573,0,4.34,-1.00
0,194,598,0,4.32,-1.00
0,195,575,0,4.40,-1.00
0,196,610,0,4.40,-1.00
0,197,590,0,4.40,-1.00
0,198,618,0,4.50,-1.00
0,199,566,0,4.62,-1.00
0,200,520,0,4.61,-1.00
0,201,503,0,4.71,-1.00
0,202,530,0,4.63,-1.00
0,203,516,0,4.70,-1.00
0,204,494,0,4.58,-1.00
0,205,563,0,4.57,-1.00
0,206,582,0,4.62,-1.00
0,207,596,0,4.57,-1.00
0,208,578,0,4.72,-1.00
0,209,578,0,4.81,-1.00
0,210,559,0,4.76,-1.00
0,211,553,0,4.84,-1.00
0,212,533,0,4.72,-1.00
0,213,535,0,4.74,-1.00
0,214,530,0,4.82,-1.00
0,215,541,0,4.88,-1.00
0,216,559,0,4.80,-1.00
0,217,552,0,4.76,-1.00
0,218,548,0,4.81,-1.00
0,219,542,0,4.96,-1.00
0,220,533,0,4.94,-1.00
0,221,541,0,4.86,-1.00
0,222,546,0,4.85,-1.00
0,223,560,0,4.92,-1.00
0,224,535,0,4.89,-1.00
0,225,531,0,4.75,-1.00
0,226,540,0,4.69,-1.00
0,227,538,0,4.62,-1.00
0,228,553,0,4.74,-1.00
0,229,570,0,4.66,-1.00
0,230,570,0,4.73,-1.00
0,231,515,0,4.79,-1.00
0,232,509,0,4.73,-1.00
0,233,556,0,4.69,-1.00
0,234,555,0,4.81,-1.00
0,235,532,0,4.91,-1.00
0,236,521,0,4.99,-1.00
0,237,493,0,4.88,-1.00
0,238,504,0,4.93,-1.00
0,239,536,0,4.90,-1.00
0,240,506,0,5.00,-1.00
0,241,508,0,5.04,-1.00
0,242,507,0,5.14,-1.00
0,243,505,0,5.15,-1.00
0,244,486,0,5.26,-1.00
0,245,458,0,5.27,-1.00
0,246,430,0,5.27,-1.00
0,247,446,0,5.24,-1.00
0,248,465,0,5.33,-1.00
0,249,451,0,5.47,-1.00
0,250,455,0,5.44,-1.00
0,251,475,0,5.41,-1.00
0,252,506,0,5.52,-1.00
0,253,443,0,5.47,-1.00
0,254,492,0,5.43,-1.00
0,255,473,0,5.31,-1.00
0,256,511,0,5.40,-1.00
0,257,530,0,5.29,-1.00
0,258,521,0,5.49,-1.00
0,259,495,0,5.55,-1.00
0,260,483,0,5.44,-1.00
0,261,448,0,5.46,-1.00
0,262,446,0,5.52,-1.00
0,263,499,0,5.62,-1.00
0,264,480,0,5.70,-1.00
0,265,479,0,5.66,-1.00
0,266,517,0,5.71,-1.00
0,267,478,0,5.67,-1.00
0,268,518,0,5.65,-1.00
0,269,490,0,5.44,-1.00
0,270,461,0,5.52,-1.00
0,271,459,0,5.44,-1.00
0,272,443,0,5.33,-1.00
0,273,443,0,5.41,-1.00
0,274,469,0,5.55,-1.00
0,275,502,0,5.56,-1.00
0,276,483,0,5.53,-1.00
0,277,482,0,5.52,-1.00
0,278,446,0,5.72,-1.00
0,279,508,0,5.57,-1.00
0,280,502,0,5.50,-1.00
0,281,520,0,5.44,-1.00
0,282,508,0,5.32,-1.00
0,283,456,0,5.32,-1.00
0,284,487,0,5.34,-1.00
0,285,475,0,5.33,-1.00
0,286,514,0,5.39,-1.00
0,287,481,0,5.43,-1.00
0,288,493,0,5.53,-1.00
0,289,475,0,5.47,-1.00
0,290,462,0,5.60,-1.00
0,291,481,0,5.81,-1.00
0,292,417,0,5.88,-1.00
0,293,454,0,5.93,-1.00
0,294,465,0,5.89,-1.00
0,295,461,0,5.87,-1.00
0,296,425,0,5.96,-1.00
0,297,449,0,6.08,-1.00
0,298,427,0,6.22,-1.00
0,299,433,0,6.21,-1.00
0,300,422,0,6.15,-1.00
0,301,413,0,6.28,-1.00
0,302,434,0,6.37,-1.00
0,303,432,0,6.45,-1.00
0,304,424,0,6.44,-1.00
0,305,409,0,6.40,-1.00
0,306,377,0,6.31,-1.00
0,307,391,0,6.37,-1.00
0,308,360,0,6.37,-1.00
0,309,392,0,6.40,-1.00
0,310,393,0,6.40,-1.00
0,311,435,0,6.32,-1.00
0,312,430,0,6.39,-1.00
0,313,417,0,6.37,-1.00
0,314,417,0,6.25,-1.00
0,315,396,0,6.17,-1.00
0,316,437,0,6.03,-1.00
0,317,462,0,5.96,-1.00
0,318,476,0,5.96,-1.00
0,319,499,0,5.78,-1.00
0,320,505,0,5.83,-1.00
0,321,475,0,5.80,-1.00
0,322,508,0,5.81,-1.00
0,323,498,0,5.75,-1.00
0,324,530,0,5.87,-1.00
0,325,522,0,5.92,-1.00
0,326,468,0,5.90,-1.00
0,327,437,0,5.84,-1.00
0,328,432,0,6.01,-1.00
0,329,405,0,6.04,-1.00
0,330,413,0,5.96,-1.00
0,331,471,0,5.86,-1.00
0,332,495,0,5.86,-1.00
0,333,483,0,5.95,-1.00
0,334,489,0,5.99,-1.00
0,335,516,0,6.09,-1.00
0,336,486,0,6.17,-1.00
0,337,452,0,6.16,-1.00
0,338,499,0,6.17,-1.00
0,339,487,0,6.11,-1.00
0,340,474,0,6.11,-1.00
0,341,447,0,6.16,-1.00
0,342,407,0,6.06,-1.00
0,343,431,0,6.23,-1.00
0,344,438,0,6.30,-1.00
0,345,418,0,6.22,-1.00
0,346,421,0,6.23,-1.00
0,347,454,0,6.23,-1.00
0,348,419,0,6.14,-1.00
0,349,433,0,6.25,-1.00
0,350,402,0,6.25,-1.00
0,351,415,0,6.30,-1.00
0,352,429,0,6.35,-1.00
0,353,438,0,6.31,-1.00
0,354,432,0,6.20,-1.00
0,355,483,0,6.15,-1.00
0,356,470,0,6.21,-1.00
0,357,480,0,6.24,-1.00
0,358,490,0,6.25,-1.00
0,359,519,0,6.32,-1.00
0,360,513,0,6.21,-1.00
0,361,499,0,6.13,-1.00
0,362,484,0,6.05,-1.00
0,363,458,0,5.98,-1.00
0,364,444,0,6.14,-1.00
0,365,444,0,6.14,-1.00
0,366,436,0,6.17,-1.00
0,367,421,0,6.31,-1.00
0,368,412,0,6.28,-1.00
0,369,423,0,6.43,-1.00
0,370,418,0,6.25,-1.00
0,371,442,0,6.33,-1.00
0,372,441,0,6.32,-1.00
0,373,461,0,6.38,-1.00
0,374,464,0,6.47,-1.00
0,375,448,0,6.46,-1.00
0,376,445,0,6.52,-1.00
0,377,460,0,6.65,-1.00
0,378,444,0,6.73,-1.00
0,379,421,0,6.64,-1.00
0,380,417,0,6.70,-1.00
0,381,401,0,6.86,-1.00
0,382,401,0,6.82,-1.00
0,383,357,0,6.78,-1.00
0,384,354,0,6.78,-1.00
0,385,383,0,6.96,-1.00
0,386,339,0,7.06,-1.00
0,387,382,0,7.09,-1.00
0,388,381,0,7.07,-1.00
0,389,391,0,7.20,-1.00
0,390,395,0,7.24,-1.00
0,391,435,0,7.35,-1.00
0,392,353,0,7.40,-1.00
0,393,356,0,7.47,-1.00
0,394,377,0,7.60,-1.00
0,395,367,0,7.69,-1.00
0,396,371,0,7.60,-1.00
0,397,331,0,7.62,-1.00
0,398,334,0,7.64,-1.00
0,399,318,0,7.58,-1.00
0,400,316,0,7.68,-1.00
0,401,338,0,7.72,-1.00
0,402,325,0,7.63,-1.00
0,403,335,0,7.57,-1.00
0,404,357,0,7.58,-1.00
0,405,365,0,7.74,-1.00
0,406,360,0,7.71,-1.00
0,407,349,0,7.54,-1.00
0,408,366,0,7.70,-1.00
0,409,374,0,7.71,-1.00
0,410,387,0,7.76,-1.00
0,411,373,0,7.53,-1.00
0,412,360,0,7.39,-1.00
0,413,340,0,7.38,-1.00
0,414,347,0,7.35,-1.00
0,415,341,0,7.27,-1.00
0,416,360,0,7.13,-1.00
0,417,365,0,7.16,-1.00
0,418,353,0,7.27,-1.00
0,419,387,0,7.21,-1.00
0,420,390,0,7.26,-1.00
0,421,393,0,7.21,-1.00
0,422,350,0,7.17,-1.00
0,423,346,0,7.07,-1.00
0,424,358,0,6.95,-1.00
0,425,380,0,6.71,-1.00
0,426,389,0,6.74,-1.00
0,427,359,0,6.65,-1.00
0,428,355,0,6.71,-1.00
0,429,428,0,6.86,-1.00
0,430,421,0,6.84,-1.00
0,431,414,0,6.72,-1.00
0,432,432,0,6.75,-1.00
0,433,430,0,6.89,-1.00
0,434,399,0,6.97,-1.00
0,435,392,0,6.99,-1.00
0,436,375,0,6.86,-1.00
0,437,362,0,6.86,-1.00
0,438,362,0,6.69,-1.00
0,439,357,0,6.83,-1.00
0,440,367,0,6.77,-1.00
0,441,371,0,6.72,-1.00
0,442,352,0,6.74,-1.00
0,443,420,0,6.79,-1.00
0,444,363,0,6.84,-1.00
0,445,365,0,6.90,-1.00
0,446,396,0,7.05,-1.00
0,447,409,0,7.03,-1.00
0,448,415,0,7.00,-1.00
0,449,424,0,6.93,-1.00
0,450,399,0,6.98,-1.00
0,451,390,0,7.00,-1.00
0,452,368,0,7.11,-1.00
0,453,359,0,7.07,-1.00
0,454,328,0,7.02,-1.00
0,455,337,0,7.00,-1.00
0,456,345,0,7.03,-1.00
0,457,355,0,7.10,-1.00
0,458,351,0,7.15,-1.00
0,459,342,0,7.33,-1.00
0,460,345,0,7.20,-1.00
0,461,356,0,7.13,-1.00
0,462,369,0,7.21,-1.00
0,463,367,0,7.01,-1.00
0,464,374,0,7.01,-1.00
0,465,392,0,7.02,-1.00
0,466,410,0,7.06,-1.00
0,467,398,0,7.16,-1.00
0,468,369,0,7.09,-1.00
0,469,360,0,6.97,-1.00
0,470,374,0,7.02,-1.00
0,471,370,0,7.11,-1.00
0,472,341,0,7.22,-1.00
0,473,316,0,7.14,-1.00
0,474,328,0,7.07,-1.00
0,475,315,0,6.93,-1.00
0,476,331,0,7.07,-1.00
0,477,345,0,7.11,-1.00
0,478,371,0,7.09,-1.00
0,479,373,0,7.20,-1.00
0,480,406,0,7.22,-1.00
0,481,389,0,7.43,-1.00
0,482,363,0,7.44,-1.00
0,483,357,0,7.66,-1.00
0,484,321,0,7.61,-1.00
0,485,337,0,7.52,-1.00
0,486,360,0,7.64,-1.00
0,487,366,0,7.72,-1.00
0,488,379,0,7.70,-1.00
0,489,391,0,7.65,-1.00
0,490,370,0,7.79,-1.00
0,491,373,0,7.94,-1.00
0,492,356,0,8.07,-1.00
0,493,358,0,8.17,-1.00
0,494,342,0,8.15,-1.00
0,495,323,0,8.23,-1.00
0,496,341,0,8.23,-1.00
0,497,287,0,8.23,-1.00
0,498,293,0,7.97,-1.00
0,499,283,0,8.03,-1.00
0,500,289,0,7.90,-1.00
1,1,1041,0,0.15,-1.00
1,2,954,0,0.33,-1.00
1,3,971,0,0.43,-1.00
1,4,943,0,0.62,-1.00
1,5,960,0,0.75,-1.00
1,6,966,0,0.93,-1.00
1,7,935,0,0.96,-1.00
1,8,911,0,1.04,-1.00
1,9,921,0,1.14,-1.00
1,10,903,0,1.26,-1.00
1,11,848,0,1.31,-1.00
1,12,832,0,1.39,-1.00
1,13,823,0,1.54,-1.00
1,14,833,0,1.60,-1.00
1,15,815,0,1.71,-1.00
1,16,795,0,1.85,-1.00
1,17,790,0,2.01,-1.00
1,18,814,0,2.06,-1.00
1,19,856,0,2.16,-1.00
1,20,823,0,2.24,-1.00
1,21,760,0,2.36,-1.00
1,22,762,0,2.49,-1.00
1,23,756,0,2.49,-1.00
1,24,772,0,2.52,-1.00
1,25,778,0,2.51,-1.00
1,26,778,0,2.57,-1.00
1,27,713,0,2.63,-1.00
1,28,750,0,2.61,-1.00
1,29,775,0,2.72,-1.00
1,30,774,0,2.87,-1.00
1,31,753,0,2.98,-1.00
1,32,780,0,3.02,-1.00
1,33,748,0,3.03,-1.00
1,34,774,0,3.18,-1.00
1,35,742,0,3.16,-1.00
1,36,714,0,3.05,-1.00
1,37,666,0,3.08,-1.00
1,38,642,0,3.17,-1.00
1,39,651,0,3.20,-1.00
1,40,658,0,3.11,-1.00
1,41,683,0,3.10,-1.00
1,42,675,0,3.09,-1.00
1,43,708,0,3.09,-1.00
1,44,738,0,3.13,-1.00
1,45,750,0,3.13,-1.00
1,46,720,0,3.29,-1.00
1,47,682,0,3.49,-1.00
1,48,687,0,3.53,-1.00
1,49,666,0,3.59,-1.00
1,50,691,0,3.61,-1.00
1,51,741,0,3.67,-1.00
1,52,693,0,3.63,-1.00
1,53,686,0,3.72,-1.00
1,54,657,0,3.86,-1.00
1,55,630,0,4.02,-1.00
1,56,641,0,4.07,-1.00
1,57,628,0,4.07,-1.00
1,58,572,0,4.11,-1.00
1,59,614,0,4.10,-1.00
1,60,576,0,4.06,-1.00
1,61,617,0,4.05,-1.00
1,62,642,0,4.21,-1.00
1,63,593,0,4.18,-1.00
1,64,589,0,4.19,-1.00
1,65,587,0,3.98,-1.00
1,66,592,0,3.91,-1.00
1,67,581,0,3.99,-1.00
1,68,603,0,4.07,-1.00
1,69,590,0,4.16,-1.00
1,70,591,0,4.14,-1.00
1,71,578,0,4.23,-1.00
1,72,605,0,4.20,-1.00
1,73,583,0,4.25,-1.00
1,74,586,0,4.30,-1.00
1,75,568,0,4.40,-1.00
1,76,533,0,4.38,-1.00
1,77,593,0,4.35,-1.00
1,78,571,0,4.25,-1.00
1,79,567,0,4.29,-1.00
1,80,589,0,4.28,-1.00
1,81,596,0,4.30,-1.00
1,82,617,0,4.45,-1.00
1,83,597,0,4.60,-1.00
1,84,562,0,4.74,-1.00
1,85,516,0,4.80,-1.00
1,86,550,0,4.97,-1.00
1,87,559,0,5.04,-1.00
1,88,546,0,5.00,-1.00
1,89,559,0,5.08,-1.00
1,90,538,0,4.98,-1.00
1,91,577,0,4.93,-1.00
1,92,600,0,4.92,-1.00
1,93,576,0,4.99,-1.00
1,94,620,0,4.92,-1.00
1,95,601,0,4.96,-1.00
1,96,608,0,4.98,-1.00
1,97,600,0,5.04,-1.00
1,98,572,0,5.13,-1.00
1,99,538,0,5.14,-1.00
1,100,549,0,5.11,-1.00
1,101,543,0,5.14,-1.00
1,102,546,0,5.27,-1.00
1,103,546,0,5.30,-1.00
1,104,543,0,5.19,-1.00
1,105,571,0,5.25,-1.00
1,106,568,0,5.26,-1.00
1,107,589,0,5.42,-1.00
1,108,573,0,5.53,-1.00
1,109,545,0,5.65,-1.00
1,110,541,0,5.75,-1.00
1,111,522,0,5.75,-1.00
1,112,549,0,5.86,-1.00
1,113,533,0,5.86,-1.00
1,114,474,0,5.89,-1.00
1,115,432,0,5.98,-1.00
1,116,464,0,6.02,-1.00
1,117,455,0,6.03,-1.00
1,118,431,0,6.04,-1.00
1,119,429,0,6.17,-1.00
1,120,406,0,6.18,-1.00
1,121,407,0,6.24,-1.00
1,122,443,0,6.28,-1.00
1,123,452,0,6.32,-1.00
1,124,414,0,6.36,-1.00
1,125,442,0,6.49,-1.00
1,126,438,0,6.38,-1.00
1,127,428,0,6.40,-1.00
1,128,416,0,6.50,-1.00
1,129,459,0,6.65,-1.00
1,130,481,0,6.76,-1.00
1,131,445,0,6.84,-1.00
1,132,440,0,6.75,-1.00
1,133,426,0,6.73,-1.00
1,134,428,0,6.75,-1.00
1,135,448,0,6.83,-1.00
1,136,447,0,6.87,-1.00
1,137,395,0,7.06,-1.00
1,138,393,0,7.12,-1.00
1,139,366,0,7.13,-1.00
1,140,340,0,7.04,-1.00
1,141,364,0,6.91,-1.00
1,142,397,0,7.02,-1.00
1,143,394,0,6.99,-1.00
1,144,398,0,6.94,-1.00
1,145,369,0,7.00,-1.00
1,146,350,0,6.87,-1.00
1,147,393,0,6.89,-1.00
1,148,377,0,6.89,-1.00
1,149,362,0,6.67,-1.00
1,150,374,0,6.64,-1.00
1,151,406,0,6.64,-1.00
1,152,370,0,6.85,-1.00
1,153,374,0,6.88,-1.00
1,154,356,0,6.89,-1.00
1,155,347,0,6.88,-1.00
1,156,344,0,6.94,-1.00
1,157,364,0,6.97,-1.00
1,158,386,0,6.91,-1.00
1,159,382,0,6.90,-1.00
1,160,361,0,6.93,-1.00
1,161,358,0,7.06,-1.00
1,162,362,0,7.16,-1.00
1,163,384,0,7.15,-1.00
1,164,370,0,7.24,-1.00
1,165,358,0,7.22,-1.00
1,166,373,0,7.21,-1.00
1,167,332,0,7.23,-1.00
1,168,361,0,7.19,-1.00
1,169,355,0,7.42,-1.00
1,170,348,0,7.43,-1.00
1,171,338,0,7.41,-1.00
1,172,353,0,7.62,-1.00
1,173,350,0,7.75,-1.00
1,174,368,0,7.77,-1.00
1,175,354,0,7.66,-1.00
1,176,342,0,7.63,-1.00
1,177,340,0,7.64,-1.00
1,178,331,0,7.52,-1.00
1,179,358,0,7.57,-1.00
1,180,314,0,7.62,-1.00
1,181,308,0,7.61,-1.00
1,182,311,0,7.49,-1.00
1,183,342,0,7.51,-1.00
1,184,347,0,7.53,-1.00
1,185,314,0,7.61,-1.00
1,186,319,0,7.52,-1.00
1,187,306,0,7.64,-1.00
1,188,322,0,7.86,-1.00
1,189,294,0,8.02,-1.00
1,190,284,0,8.06,-1.00
1,191,276,0,8.03,-1.00
1,192,302,0,7.97,-1.00
1,193,325,0,8.00,-1.00
1,194,321,0,8.03,-1.00
1,195,288,0,8.17,-1.00
1,196,295,0,7.95,-1.00
1,197,278,0,8.03,-1.00
1,198,283,0,8.17,-1.00
1,199,306,0,8.01,-1.00
1,200,298,0,8.06,-1.00
1,201,290,0,7.90,-1.00
1,202,317,0,7.86,-1.00
1,203,299,0,7.65,-1.00
1,204,306,0,7.48,-1.00
1,205,304,0,7.46,-1.00
1,206,331,0,7.26,-1.00
1,207,351,0,7.07,-1.00
1,208,342,0,7.03,-1.00
1,209,371,0,7.23,-1.00
1,210,383,0,7.24,-1.00
1,211,362,0,7.22,-1.00
1,212,361,0,7.20,-1.00
1,213,384,0,7.22,-1.00
1,214,386,0,7.35,-1.00
1,215,361,0,7.53,-1.00
1,216,379,0,7.55,-1.00
1,217,334,0,7.53,-1.00
1,218,314,0,7.57,-1.00
1,219,345,0,7.64,-1.00
1,220,376,0,7.65,-1.00
1,221,379,0,7.54,-1.00
1,222,386,0,7.68,-1.00
1,223,368,0,7.67,-1.00
1,224,374,0,7.73,-1.00
1,225,378,0,7.96,-1.00
1,226,383,0,8.05,-1.00
1,227,349,0,8.21,-1.00
1,228,327,0,8.29,-1.00
1,229,288,0,8.38,-1.00
1,230,302,0,8.30,-1.00
1,231,296,0,8.41,-1.00
1,232,283,0,8.37,-1.00
1,233,290,0,8.36,-1.00
1,234,274,0,8.49,-1.00
1,235,270,0,8.44,-1.00
1,236,290,0,8.12,-1.00
1,237,277,0,8.21,-1.00
1,238,280,0,8.20,-1.00
1,239,259,0,8.27,-1.00
1,240,215,0,8.29,-1.00
1,241,222,0,8.47,-1.00
1,242,242,0,8.34,-1.00
1,243,245,0,8.38,-1.00
1,244,247,0,8.38,-1.00
1,245,246,0,8.45,-1.00
1,246,265,0,8.52,-1.00
1,247,257,0,8.75,-1.00
1,248,248,0,8.88,-1.00
1,249,240,0,8.88,-1.00
1,250,195,0,8.79,-1.00
1,251,190,0,8.82,-1.00
1,252,205,0,8.85,-1.00
1,253,206,0,9.07,-1.00
1,254,207,0,9.01,-1.00
1,255,222,0,9.15,-1.00
1,256,227,0,9.34,-1.00
1,257,199,0,9.48,-1.00
1,258,185,0,9.77,-1.00
1,259,173,0,9.46,-1.00
1,260,192,0,9.62,-1.00
1,261,210,0,9.76,-1.00
1,262,207,0,9.82,-1.00
1,263,204,0,9.98,-1.00
1,264,196,0,10.08,-1.00
1,265,204,0,10.24,-1.00
1,266,218,0,10.23,-1.00
1,267,229,0,10.29,-1.00
1,268,213,0,10.22,-1.00
1,269,209,0,10.40,-1.00
1,270,198,0,10.31,-1.00
1,271,212,0,10.30,-1.00
1,272,226,0,10.39,-1.00
1,273,217,0,10.52,-1.00
1,274,224,0,10.63,-1.00
1,275,210,0,10.65,-1.00
1,276,220,0,10.56,-1.00
1,277,230,0,10.60,-1.00
1,278,216,0,10.68,-1.00
1,279,196,0,10.84,-1.00
1,280,182,0,10.70,-1.00
1,281,185,0,10.92,-1.00
1,282,156,0,11.03,-1.00
1,283,152,0,11.12,-1.00
1,284,141,0,11.20,-1.00
1,285,144,0,10.97,-1.00
1,286,129,0,11.19,-1.00
1,287,124,0,11.05,-1.00
1,288,122,0,11.07,-1.00
1,289,143,0,11.04,-1.00
1,290,122,0,10.98,-1.00
1,291,120,0,10.90,-1.00
1,292,124,0,10.73,-1.00
1,293,140,0,10.80,-1.00
1,294,123,0,10.71,-1.00
1,295,128,0,10.80,-1.00
1,296,118,0,11.08,-1.00
1,297,139,0,11.11,-1.00
1,298,136,0,11.28,-1.00
1,299,146,0,11.39,-1.00
1,300,163,0,10.81,-1.00
1,301,167,0,10.74,-1.00
1,302,139,0,10.50,-1.00
1,303,143,0,10.56,-1.00
1,304,149,0,10.54,-1.00
1,305,144,0,10.51,-1.00
1,306,153,0,10.68,-1.00
1,307,165,0,10.59,-1.00
1,308,156,0,10.62,-1.00
1,309,165,0,10.71,-1.00
1,310,175,0,10.70,-1.00
1,311,170,0,10.68,-1.00
1,312,148,0,10.75,-1.00
1,313,156,0,11.02,-1.00
1,314,156,0,11.04,-1.00
1,315,153,0,11.04,-1.00
1,316,143,0,10.86,-1.00
1,317,135,0,10.72,-1.00
1,318,136,0,10.69,-1.00
1,319,136,0,10.51,-1.00
1,320,132,0,10.76,-1.00
1,321,134,0,10.47,-1.00
